location_name,location_id,latitude,longitude,parameter,value,unit,datetimeUtc,timezone,isMobile,isMonitor,owner_name,provider
Belgrade Monitoring Station,53798,44.8125,20.4612,pm25,25.694187829426014,µg/m³,2025-10-10T15:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,75879,44.8125,20.4612,pm25,19.445358579174368,µg/m³,2025-10-10T16:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,38196,44.8125,20.4612,pm25,19.72528399081553,µg/m³,2025-10-10T17:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,48395,44.8125,20.4612,pm25,20.35324542839474,µg/m³,2025-10-10T18:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,75098,44.8125,20.4612,pm25,15.771455342576939,µg/m³,2025-10-10T19:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,58199,44.8125,20.4612,pm25,19.071339564247992,µg/m³,2025-10-10T20:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,16086,44.8125,20.4612,pm25,22.743617335120593,µg/m³,2025-10-10T21:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,80734,44.8125,20.4612,pm25,26.234924309938883,µg/m³,2025-10-10T22:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,89383,44.8125,20.4612,pm25,31.082931912415894,µg/m³,2025-10-10T23:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,17246,44.8125,20.4612,pm25,31.751082920312857,µg/m³,2025-10-11T00:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,56979,44.8125,20.4612,pm25,37.32748237585899,µg/m³,2025-10-11T01:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,25391,44.8125,20.4612,pm25,67.04268287312446,µg/m³,2025-10-11T02:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,41163,44.8125,20.4612,pm25,72.29175431298054,µg/m³,2025-10-11T03:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,47137,44.8125,20.4612,pm25,80.65540201146355,µg/m³,2025-10-11T04:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,36676,44.8125,20.4612,pm25,69.38579769357158,µg/m³,2025-10-11T05:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,51185,44.8125,20.4612,pm25,57.96010064732198,µg/m³,2025-10-11T06:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,12693,44.8125,20.4612,pm25,59.99285636117486,µg/m³,2025-10-11T07:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,72106,44.8125,20.4612,pm25,68.59572802268438,µg/m³,2025-10-11T08:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,59361,44.8125,20.4612,pm25,66.69967503372095,µg/m³,2025-10-11T09:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,85422,44.8125,20.4612,pm25,61.44735507627725,µg/m³,2025-10-11T10:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,21963,44.8125,20.4612,pm25,65.30222391234653,µg/m³,2025-10-11T11:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,82750,44.8125,20.4612,pm25,106.82238015276816,µg/m³,2025-10-11T12:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,85284,44.8125,20.4612,pm25,112.481714192153,µg/m³,2025-10-11T13:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,88939,44.8125,20.4612,pm25,107.08781428833741,µg/m³,2025-10-11T14:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,37730,44.8125,20.4612,pm25,69.59246160298225,µg/m³,2025-10-11T15:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,57246,44.8125,20.4612,pm25,66.45423964939906,µg/m³,2025-10-11T16:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,21944,44.8125,20.4612,pm25,60.92397309165613,µg/m³,2025-10-11T17:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,31730,44.8125,20.4612,pm25,57.96294398408013,µg/m³,2025-10-11T18:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,83394,44.8125,20.4612,pm25,64.22479535735576,µg/m³,2025-10-11T19:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,20595,44.8125,20.4612,pm25,62.878659093371645,µg/m³,2025-10-11T20:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,43558,44.8125,20.4612,pm25,61.88333150634104,µg/m³,2025-10-11T21:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,43566,44.8125,20.4612,pm25,61.62720930129375,µg/m³,2025-10-11T22:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,74208,44.8125,20.4612,pm25,56.63902491926501,µg/m³,2025-10-11T23:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,67636,44.8125,20.4612,pm25,52.44249383769747,µg/m³,2025-10-12T00:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,72850,44.8125,20.4612,pm25,61.22097007476962,µg/m³,2025-10-12T01:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,52504,44.8125,20.4612,pm25,103.01562485196332,µg/m³,2025-10-12T02:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,62082,44.8125,20.4612,pm25,89.8483168805801,µg/m³,2025-10-12T03:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,68599,44.8125,20.4612,pm25,87.43306384842825,µg/m³,2025-10-12T04:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,58469,44.8125,20.4612,pm25,66.44070533014755,µg/m³,2025-10-12T05:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,11348,44.8125,20.4612,pm25,65.90983899591883,µg/m³,2025-10-12T06:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,67573,44.8125,20.4612,pm25,72.53736987889947,µg/m³,2025-10-12T07:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,27257,44.8125,20.4612,pm25,77.60664690269574,µg/m³,2025-10-12T08:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,57567,44.8125,20.4612,pm25,72.13166071250028,µg/m³,2025-10-12T09:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,18565,44.8125,20.4612,pm25,70.61936450046394,µg/m³,2025-10-12T10:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,86446,44.8125,20.4612,pm25,65.2835753126138,µg/m³,2025-10-12T11:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,34039,44.8125,20.4612,pm25,87.77684645933253,µg/m³,2025-10-12T12:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,85612,44.8125,20.4612,pm25,81.94067416736955,µg/m³,2025-10-12T13:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,46751,44.8125,20.4612,pm25,86.03093344701684,µg/m³,2025-10-12T14:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,48597,44.8125,20.4612,pm25,56.64284729674027,µg/m³,2025-10-12T15:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,75053,44.8125,20.4612,pm25,65.2824063742908,µg/m³,2025-10-12T16:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,71913,44.8125,20.4612,pm25,55.54434757037122,µg/m³,2025-10-12T17:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,54657,44.8125,20.4612,pm25,57.26555249307735,µg/m³,2025-10-12T18:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,44481,44.8125,20.4612,pm25,55.861459754162425,µg/m³,2025-10-12T19:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,86886,44.8125,20.4612,pm25,63.5147587197939,µg/m³,2025-10-12T20:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,40083,44.8125,20.4612,pm25,59.051766148322606,µg/m³,2025-10-12T21:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,71498,44.8125,20.4612,pm25,53.359132724772614,µg/m³,2025-10-12T22:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,71520,44.8125,20.4612,pm25,55.15858436032629,µg/m³,2025-10-12T23:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,93281,44.8125,20.4612,pm25,59.89675542197457,µg/m³,2025-10-13T00:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,45341,44.8125,20.4612,pm25,64.98065093605507,µg/m³,2025-10-13T01:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,52002,44.8125,20.4612,pm25,89.38907000607057,µg/m³,2025-10-13T02:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,10271,44.8125,20.4612,pm25,106.3250049698431,µg/m³,2025-10-13T03:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,20555,44.8125,20.4612,pm25,103.63766620681514,µg/m³,2025-10-13T04:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,29456,44.8125,20.4612,pm25,75.98260842541366,µg/m³,2025-10-13T05:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,93353,44.8125,20.4612,pm25,82.50033671503449,µg/m³,2025-10-13T06:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,12657,44.8125,20.4612,pm25,77.10264829041438,µg/m³,2025-10-13T07:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,86510,44.8125,20.4612,pm25,72.2087755853803,µg/m³,2025-10-13T08:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,50174,44.8125,20.4612,pm25,65.44011721395609,µg/m³,2025-10-13T09:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,68201,44.8125,20.4612,pm25,65.85749074106296,µg/m³,2025-10-13T10:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,65788,44.8125,20.4612,pm25,68.63422967518541,µg/m³,2025-10-13T11:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,80127,44.8125,20.4612,pm25,113.06027273366091,µg/m³,2025-10-13T12:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,23301,44.8125,20.4612,pm25,111.52395844103165,µg/m³,2025-10-13T13:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,92342,44.8125,20.4612,pm25,109.4368058998034,µg/m³,2025-10-13T14:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,81698,44.8125,20.4612,pm25,79.13149171897084,µg/m³,2025-10-13T15:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,41194,44.8125,20.4612,pm25,77.04165974174853,µg/m³,2025-10-13T16:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,84196,44.8125,20.4612,pm25,58.76135035292302,µg/m³,2025-10-13T17:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,46963,44.8125,20.4612,pm25,49.36121439547296,µg/m³,2025-10-13T18:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,47464,44.8125,20.4612,pm25,53.49336586216513,µg/m³,2025-10-13T19:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,73011,44.8125,20.4612,pm25,48.79585846121155,µg/m³,2025-10-13T20:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,68718,44.8125,20.4612,pm25,45.64676141248914,µg/m³,2025-10-13T21:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
Belgrade Monitoring Station,81204,44.8125,20.4612,pm25,57.67363783991714,µg/m³,2025-10-13T22:36:24Z,+01:00,False,True,Belgrade Environmental Agency,OpenAQ
