location_name,location_id,latitude,longitude,parameter,value,unit,datetimeUtc,timezone,isMobile,isMonitor,owner_name,provider
Nis Monitoring Station,46532,43.3209,21.8954,pm25,41.38427355941266,µg/m³,2025-10-12T11:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,35136,43.3209,21.8954,pm25,53.62936470074094,µg/m³,2025-10-12T12:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,84018,43.3209,21.8954,pm25,54.82441520002579,µg/m³,2025-10-12T13:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,34048,43.3209,21.8954,pm25,73.8500745567926,µg/m³,2025-10-12T14:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,34000,43.3209,21.8954,pm25,52.25601666155302,µg/m³,2025-10-12T15:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,65301,43.3209,21.8954,pm25,61.613422803383045,µg/m³,2025-10-12T16:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,57508,43.3209,21.8954,pm25,51.64058014503028,µg/m³,2025-10-12T17:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,22135,43.3209,21.8954,pm25,51.36876163157975,µg/m³,2025-10-12T18:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,56612,43.3209,21.8954,pm25,52.15891246008021,µg/m³,2025-10-12T19:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,16361,43.3209,21.8954,pm25,57.22120490166643,µg/m³,2025-10-12T20:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,21494,43.3209,21.8954,pm25,56.075362336621325,µg/m³,2025-10-12T21:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,14371,43.3209,21.8954,pm25,54.42369285496621,µg/m³,2025-10-12T22:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,33716,43.3209,21.8954,pm25,58.13854609272391,µg/m³,2025-10-12T23:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,14736,43.3209,21.8954,pm25,62.09426504684308,µg/m³,2025-10-13T00:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,35763,43.3209,21.8954,pm25,59.08246581281834,µg/m³,2025-10-13T01:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,99571,43.3209,21.8954,pm25,99.3497977764385,µg/m³,2025-10-13T02:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,39018,43.3209,21.8954,pm25,95.51927591004664,µg/m³,2025-10-13T03:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,29535,43.3209,21.8954,pm25,105.86468068698287,µg/m³,2025-10-13T04:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,70256,43.3209,21.8954,pm25,85.8240301907754,µg/m³,2025-10-13T05:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,97174,43.3209,21.8954,pm25,97.20569682004937,µg/m³,2025-10-13T06:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,37831,43.3209,21.8954,pm25,106.3109040259541,µg/m³,2025-10-13T07:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,49203,43.3209,21.8954,pm25,110.29105494789053,µg/m³,2025-10-13T08:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,59873,43.3209,21.8954,pm25,120.17085874570841,µg/m³,2025-10-13T09:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,33244,43.3209,21.8954,pm25,125.7818063308424,µg/m³,2025-10-13T10:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,59166,43.3209,21.8954,pm25,126.18191998296716,µg/m³,2025-10-13T11:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,88944,43.3209,21.8954,pm25,163.41073319338577,µg/m³,2025-10-13T12:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,10848,43.3209,21.8954,pm25,162.65135260809444,µg/m³,2025-10-13T13:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,88622,43.3209,21.8954,pm25,164.42346522234962,µg/m³,2025-10-13T14:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,63434,43.3209,21.8954,pm25,134.64802481431653,µg/m³,2025-10-13T15:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,46899,43.3209,21.8954,pm25,130.6782844728203,µg/m³,2025-10-13T16:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,20133,43.3209,21.8954,pm25,111.84528280685183,µg/m³,2025-10-13T17:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,16863,43.3209,21.8954,pm25,125.93528438445509,µg/m³,2025-10-13T18:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,13087,43.3209,21.8954,pm25,126.61138174331745,µg/m³,2025-10-13T19:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,34874,43.3209,21.8954,pm25,134.66130892584155,µg/m³,2025-10-13T20:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,20478,43.3209,21.8954,pm25,142.66574581020896,µg/m³,2025-10-13T21:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
Nis Monitoring Station,32892,43.3209,21.8954,pm25,139.07117260851456,µg/m³,2025-10-13T22:36:24Z,+01:00,False,True,Nis Environmental Agency,OpenAQ
