location_name,location_id,latitude,longitude,parameter,value,unit,datetimeUtc,timezone,isMobile,isMonitor,owner_name,provider
Beograd Monitoring Station,44547,44.8125,20.4612,pm25,71.38349944589862,µg/m³,2025-10-18T00:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,61609,44.8125,20.4612,pm25,79.15245775455061,µg/m³,2025-10-18T01:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,90149,44.8125,20.4612,pm25,88.71985443261191,µg/m³,2025-10-18T02:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,22546,44.8125,20.4612,pm25,158.48392178098473,µg/m³,2025-10-18T03:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,55239,44.8125,20.4612,pm25,159.44689970826715,µg/m³,2025-10-18T04:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,33467,44.8125,20.4612,pm25,161.50142566357337,µg/m³,2025-10-18T05:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,48259,44.8125,20.4612,pm25,120.74975354350313,µg/m³,2025-10-18T06:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,31068,44.8125,20.4612,pm25,117.13305752550434,µg/m³,2025-10-18T07:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,75515,44.8125,20.4612,pm25,109.073853770054,µg/m³,2025-10-18T08:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,20814,44.8125,20.4612,pm25,119.21988554425337,µg/m³,2025-10-18T09:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,99344,44.8125,20.4612,pm25,123.80620357991484,µg/m³,2025-10-18T10:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,19563,44.8125,20.4612,pm25,118.3331504426816,µg/m³,2025-10-18T11:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,10551,44.8125,20.4612,pm25,127.0460372334631,µg/m³,2025-10-18T12:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,90837,44.8125,20.4612,pm25,182.41350492722216,µg/m³,2025-10-18T13:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,92276,44.8125,20.4612,pm25,190.90764972181972,µg/m³,2025-10-18T14:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,87064,44.8125,20.4612,pm25,188.74658441461733,µg/m³,2025-10-18T15:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,88772,44.8125,20.4612,pm25,153.3052158939558,µg/m³,2025-10-18T16:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,27346,44.8125,20.4612,pm25,146.0300803678544,µg/m³,2025-10-18T17:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,13817,44.8125,20.4612,pm25,116.28610732733904,µg/m³,2025-10-18T18:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,45384,44.8125,20.4612,pm25,115.52128186034534,µg/m³,2025-10-18T19:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,99978,44.8125,20.4612,pm25,113.68770091709338,µg/m³,2025-10-18T20:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,33072,44.8125,20.4612,pm25,121.6032919425235,µg/m³,2025-10-18T21:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,79897,44.8125,20.4612,pm25,120.99010979674023,µg/m³,2025-10-18T22:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
Beograd Monitoring Station,15208,44.8125,20.4612,pm25,125.63698211963391,µg/m³,2025-10-18T23:47:45Z,+01:00,False,True,Beograd Environmental Agency,OpenAQ
